On configration JD1+E2, example test152-1, clover violates rule R1, detected by State diff.
On configration JD5+E4, example test24-1, ekstazi violates rule R3
On configration JD5+E4, example test24-1, starts violates rule R3
On configration JD5+E4, example test316-1, ekstazi violates rule R3
On configration JD5+E4, example test316-1, starts violates rule R3
On configration JD5+E4, example test317-1, ekstazi violates rule R3
On configration JD5+E4, example test317-1, starts violates rule R3
On configration JD5+E4, example test364-1, ekstazi violates rule R3
On configration JD5+E4, example test364-1, starts violates rule R3
On configration JD5+E4, example test37-1, ekstazi violates rule R3
On configration JD5+E4, example test37-1, starts violates rule R3
On configration JD5+E4, example test37-2, ekstazi violates rule R3
On configration JD5+E4, example test37-2, starts violates rule R3
On configration JD5+E4, example test38-1, ekstazi violates rule R3
On configration JD5+E4, example test38-1, starts violates rule R3
On configration JD5+E4, example test39-1, ekstazi violates rule R3
On configration JD5+E4, example test39-1, starts violates rule R3
On configration JD5+E4, example test50-1, ekstazi violates rule R3
On configration JD5+E4, example test50-1, starts violates rule R3
On configration JD5+E4, example test51-1, ekstazi violates rule R3
On configration JD5+E4, example test51-1, starts violates rule R3
On configration JD5+E4, example test52-1, ekstazi violates rule R3
On configration JD5+E4, example test52-1, starts violates rule R3
On configration JD5+E4, example test8-1, ekstazi violates rule R3
On configration JD5+E4, example test8-1, starts violates rule R3
On configration JD5+E4, example test9-1, ekstazi violates rule R3
On configration JD5+E4, example test9-1, starts violates rule R3
On configration JD5+E5, example test10-1, ekstazi violates rule R3
On configration JD5+E5, example test10-1, starts violates rule R3
On configration JD5+E5, example test21-1, ekstazi violates rule R3
On configration JD5+E5, example test21-1, starts violates rule R3
On configration JD5+E5, example test22-1, ekstazi violates rule R3
On configration JD5+E5, example test22-1, starts violates rule R3
On configration JD5+E5, example test23-1, ekstazi violates rule R3
On configration JD5+E5, example test23-1, starts violates rule R3
On configration JD5+E5, example test24-1, ekstazi violates rule R3
On configration JD5+E5, example test24-1, starts violates rule R3
On configration JD5+E5, example test316-1, ekstazi violates rule R3
On configration JD5+E5, example test316-1, starts violates rule R3
On configration JD5+E5, example test317-1, ekstazi violates rule R3
On configration JD5+E5, example test317-1, starts violates rule R3
On configration JD5+E5, example test364-1, ekstazi violates rule R3
On configration JD5+E5, example test364-1, starts violates rule R3
On configration JD5+E5, example test37-1, ekstazi violates rule R3
On configration JD5+E5, example test37-1, starts violates rule R3
On configration JD5+E5, example test37-2, ekstazi violates rule R3
On configration JD5+E5, example test37-2, starts violates rule R3
On configration JD5+E5, example test38-1, ekstazi violates rule R3
On configration JD5+E5, example test38-1, starts violates rule R3
On configration JD5+E5, example test39-1, ekstazi violates rule R3
On configration JD5+E5, example test39-1, starts violates rule R3
On configration JD5+E5, example test50-1, ekstazi violates rule R3
On configration JD5+E5, example test50-1, starts violates rule R3
On configration JD5+E5, example test51-1, ekstazi violates rule R3
On configration JD5+E5, example test51-1, starts violates rule R3
On configration JD5+E5, example test52-1, ekstazi violates rule R3
On configration JD5+E5, example test52-1, starts violates rule R3
On configration JD5+E5, example test8-1, ekstazi violates rule R3
On configration JD5+E5, example test8-1, starts violates rule R3
On configration JD5+E5, example test9-1, ekstazi violates rule R3
On configration JD5+E5, example test9-1, starts violates rule R3
On configration JD5+E6, example test62-1, ekstazi violates rule R3
On configration JD5+E6, example test62-1, starts violates rule R3
On configration JD5+E7, example test120-1, ekstazi violates rule R3
On configration JD5+E7, example test120-1, starts violates rule R3
On configration JD5+E7, example test120-2, ekstazi violates rule R3
On configration JD5+E7, example test120-2, starts violates rule R3
On configration JD5+E7, example test121-1, ekstazi violates rule R3
On configration JD5+E7, example test121-1, starts violates rule R3
On configration JD5+E7, example test121-2, ekstazi violates rule R3
On configration JD5+E7, example test121-2, starts violates rule R3
On configration JD5+E7, example test142-1, ekstazi violates rule R3
On configration JD5+E7, example test142-1, starts violates rule R3
On configration JD5+E7, example test143-1, ekstazi violates rule R3
On configration JD5+E7, example test143-1, starts violates rule R3
On configration JD5+E7, example test144-1, ekstazi violates rule R3
On configration JD5+E7, example test144-1, starts violates rule R3
On configration JD5+E7, example test145-1, ekstazi violates rule R3
On configration JD5+E7, example test145-1, starts violates rule R3
On configration JD5+E7, example test316-2, ekstazi violates rule R3
On configration JD5+E7, example test316-2, starts violates rule R3
On configration JD5+E7, example test317-2, ekstazi violates rule R3
On configration JD5+E7, example test317-2, starts violates rule R3
On configration JD5+E7, example test363-2, ekstazi violates rule R3
On configration JD5+E7, example test363-2, starts violates rule R3
On configration JD5+E7, example test364-2, ekstazi violates rule R3
On configration JD5+E7, example test364-2, starts violates rule R3
On configration JD5+E7, example test62-1, ekstazi violates rule R3
On configration JD5+E7, example test62-1, starts violates rule R3
On configration JD5+E7, example test62-2, ekstazi violates rule R3
On configration JD5+E7, example test62-2, starts violates rule R3
On configration JD5+E7, example test63-1, ekstazi violates rule R3
On configration JD5+E7, example test63-1, starts violates rule R3
On configration JD5+E7, example test63-2, ekstazi violates rule R3
On configration JD5+E7, example test63-2, starts violates rule R3
On configration JD5+E7, example test64-1, ekstazi violates rule R3
On configration JD5+E7, example test64-1, starts violates rule R3
On configration JD5+E7, example test64-2, ekstazi violates rule R3
On configration JD5+E7, example test64-2, starts violates rule R3
On configration JD5+E7, example test85-1, ekstazi violates rule R3
On configration JD5+E7, example test85-1, starts violates rule R3
On configration JD5+E7, example test86-1, ekstazi violates rule R3
On configration JD5+E7, example test86-1, starts violates rule R3
On configration JD5+E7, example test87-1, ekstazi violates rule R3
On configration JD5+E7, example test87-1, starts violates rule R3
On configration JD6+E1, example test312-4, starts violates rule R3
On configration JD6+E1, example test313-4, starts violates rule R3
On configration JD6+E1, example test314-4, starts violates rule R3
On configration JD6+E1, example test315-4, starts violates rule R3
On configration JD6+E1, example test316-4, starts violates rule R3
On configration JD6+E1, example test317-4, starts violates rule R3
On configration JD6+E1, example test318-4, starts violates rule R3
On configration JD6+E1, example test383-2, starts violates rule R3
On configration JD6+E4, example test1-1, ekstazi violates rule R3
On configration JD6+E4, example test1-1, starts violates rule R3
On configration JD6+E4, example test1-3, ekstazi violates rule R3
On configration JD6+E4, example test1-3, starts violates rule R3
On configration JD6+E4, example test10-1, ekstazi violates rule R3
On configration JD6+E4, example test10-1, starts violates rule R3
On configration JD6+E4, example test10-3, ekstazi violates rule R3
On configration JD6+E4, example test10-3, starts violates rule R3
On configration JD6+E4, example test100-2, ekstazi violates rule R3
On configration JD6+E4, example test100-2, starts violates rule R3
On configration JD6+E4, example test100-4, ekstazi violates rule R3
On configration JD6+E4, example test100-4, starts violates rule R3
On configration JD6+E4, example test101-2, ekstazi violates rule R3
On configration JD6+E4, example test101-2, starts violates rule R3
On configration JD6+E4, example test101-4, ekstazi violates rule R3
On configration JD6+E4, example test101-4, starts violates rule R3
On configration JD6+E4, example test102-2, ekstazi violates rule R3
On configration JD6+E4, example test102-2, starts violates rule R3
On configration JD6+E4, example test102-4, ekstazi violates rule R3
On configration JD6+E4, example test102-4, starts violates rule R3
On configration JD6+E4, example test103-2, ekstazi violates rule R3
On configration JD6+E4, example test103-2, starts violates rule R3
On configration JD6+E4, example test103-4, ekstazi violates rule R3
On configration JD6+E4, example test103-4, starts violates rule R3
On configration JD6+E4, example test103-6, starts violates rule R3
On configration JD6+E4, example test104-2, ekstazi violates rule R3
On configration JD6+E4, example test104-2, starts violates rule R3
On configration JD6+E4, example test104-4, ekstazi violates rule R3
On configration JD6+E4, example test104-4, starts violates rule R3
On configration JD6+E4, example test105-2, ekstazi violates rule R3
On configration JD6+E4, example test105-2, starts violates rule R3
On configration JD6+E4, example test105-4, ekstazi violates rule R3
On configration JD6+E4, example test105-4, starts violates rule R3
On configration JD6+E4, example test106-2, ekstazi violates rule R3
On configration JD6+E4, example test106-2, starts violates rule R3
On configration JD6+E4, example test107-2, ekstazi violates rule R3
On configration JD6+E4, example test107-2, starts violates rule R3
On configration JD6+E4, example test107-4, ekstazi violates rule R3
On configration JD6+E4, example test107-4, starts violates rule R3
On configration JD6+E4, example test108-4, ekstazi violates rule R3
On configration JD6+E4, example test108-4, starts violates rule R3
On configration JD6+E4, example test11-1, ekstazi violates rule R3
On configration JD6+E4, example test11-1, starts violates rule R3
On configration JD6+E4, example test11-3, ekstazi violates rule R3
On configration JD6+E4, example test11-3, starts violates rule R3
On configration JD6+E4, example test110-4, ekstazi violates rule R3
On configration JD6+E4, example test110-4, starts violates rule R3
On configration JD6+E4, example test111-2, ekstazi violates rule R3
On configration JD6+E4, example test111-2, starts violates rule R3
On configration JD6+E4, example test111-4, ekstazi violates rule R3
On configration JD6+E4, example test111-4, starts violates rule R3
On configration JD6+E4, example test111-6, starts violates rule R3
On configration JD6+E4, example test112-2, ekstazi violates rule R3
On configration JD6+E4, example test112-2, starts violates rule R3
On configration JD6+E4, example test112-4, ekstazi violates rule R3
On configration JD6+E4, example test112-4, starts violates rule R3
On configration JD6+E4, example test113-2, ekstazi violates rule R3
On configration JD6+E4, example test113-2, starts violates rule R3
On configration JD6+E4, example test114-2, ekstazi violates rule R3
On configration JD6+E4, example test114-2, starts violates rule R3
On configration JD6+E4, example test114-4, ekstazi violates rule R3
On configration JD6+E4, example test114-4, starts violates rule R3
On configration JD6+E4, example test115-2, ekstazi violates rule R3
On configration JD6+E4, example test115-2, starts violates rule R3
On configration JD6+E4, example test116-4, ekstazi violates rule R3
On configration JD6+E4, example test116-4, starts violates rule R3
On configration JD6+E4, example test118-4, ekstazi violates rule R3
On configration JD6+E4, example test118-4, starts violates rule R3
On configration JD6+E4, example test119-2, ekstazi violates rule R3
On configration JD6+E4, example test119-2, starts violates rule R3
On configration JD6+E4, example test119-4, starts violates rule R3
On configration JD6+E4, example test119-6, starts violates rule R3
On configration JD6+E4, example test12-3, ekstazi violates rule R3
On configration JD6+E4, example test12-3, starts violates rule R3
On configration JD6+E4, example test12-5, ekstazi violates rule R3
On configration JD6+E4, example test12-5, starts violates rule R3
On configration JD6+E4, example test120-2, ekstazi violates rule R3
On configration JD6+E4, example test120-2, starts violates rule R3
On configration JD6+E4, example test121-2, ekstazi violates rule R3
On configration JD6+E4, example test121-2, starts violates rule R3
On configration JD6+E4, example test122-2, ekstazi violates rule R3
On configration JD6+E4, example test122-2, starts violates rule R3
On configration JD6+E4, example test123-2, ekstazi violates rule R3
On configration JD6+E4, example test123-2, starts violates rule R3
On configration JD6+E4, example test124-2, ekstazi violates rule R3
On configration JD6+E4, example test124-2, starts violates rule R3
On configration JD6+E4, example test125-2, ekstazi violates rule R3
On configration JD6+E4, example test125-2, starts violates rule R3
On configration JD6+E4, example test126-6, starts violates rule R3
On configration JD6+E4, example test128-4, starts violates rule R3
On configration JD6+E4, example test129-2, ekstazi violates rule R3
On configration JD6+E4, example test129-2, starts violates rule R3
On configration JD6+E4, example test13-1, ekstazi violates rule R3
On configration JD6+E4, example test13-1, starts violates rule R3
On configration JD6+E4, example test13-5, ekstazi violates rule R3
On configration JD6+E4, example test13-5, starts violates rule R3
On configration JD6+E4, example test130-2, ekstazi violates rule R3
On configration JD6+E4, example test130-2, starts violates rule R3
On configration JD6+E4, example test131-2, ekstazi violates rule R3
On configration JD6+E4, example test131-2, starts violates rule R3
On configration JD6+E4, example test132-2, ekstazi violates rule R3
On configration JD6+E4, example test132-2, starts violates rule R3
On configration JD6+E4, example test135-6, starts violates rule R3
On configration JD6+E4, example test14-1, ekstazi violates rule R3
On configration JD6+E4, example test14-1, starts violates rule R3
On configration JD6+E4, example test14-5, ekstazi violates rule R3
On configration JD6+E4, example test14-5, starts violates rule R3
On configration JD6+E4, example test15-1, ekstazi violates rule R3
On configration JD6+E4, example test15-1, starts violates rule R3
On configration JD6+E4, example test15-5, ekstazi violates rule R3
On configration JD6+E4, example test15-5, starts violates rule R3
On configration JD6+E4, example test16-1, ekstazi violates rule R3
On configration JD6+E4, example test16-1, starts violates rule R3
On configration JD6+E4, example test16-3, ekstazi violates rule R3
On configration JD6+E4, example test16-3, starts violates rule R3
On configration JD6+E4, example test17-1, ekstazi violates rule R3
On configration JD6+E4, example test17-1, starts violates rule R3
On configration JD6+E4, example test17-3, ekstazi violates rule R3
On configration JD6+E4, example test17-3, starts violates rule R3
On configration JD6+E4, example test18-1, ekstazi violates rule R3
On configration JD6+E4, example test18-1, starts violates rule R3
On configration JD6+E4, example test18-3, ekstazi violates rule R3
On configration JD6+E4, example test18-3, starts violates rule R3
On configration JD6+E4, example test19-1, ekstazi violates rule R3
On configration JD6+E4, example test19-1, starts violates rule R3
On configration JD6+E4, example test19-5, ekstazi violates rule R3
On configration JD6+E4, example test19-5, starts violates rule R3
On configration JD6+E4, example test192-1, starts violates rule R3
On configration JD6+E4, example test192-2, starts violates rule R3
On configration JD6+E4, example test192-3, ekstazi violates rule R3
On configration JD6+E4, example test192-3, starts violates rule R3
On configration JD6+E4, example test192-4, starts violates rule R3
On configration JD6+E4, example test192-5, ekstazi violates rule R3
On configration JD6+E4, example test192-5, starts violates rule R3
On configration JD6+E4, example test192-6, starts violates rule R3
On configration JD6+E4, example test193-1, starts violates rule R3
On configration JD6+E4, example test193-2, starts violates rule R3
On configration JD6+E4, example test193-3, ekstazi violates rule R3
On configration JD6+E4, example test193-3, starts violates rule R3
On configration JD6+E4, example test193-4, starts violates rule R3
On configration JD6+E4, example test193-5, ekstazi violates rule R3
On configration JD6+E4, example test193-5, starts violates rule R3
On configration JD6+E4, example test193-6, starts violates rule R3
On configration JD6+E4, example test194-5, ekstazi violates rule R3
On configration JD6+E4, example test194-5, starts violates rule R3
On configration JD6+E4, example test195-3, ekstazi violates rule R3
On configration JD6+E4, example test195-3, starts violates rule R3
On configration JD6+E4, example test195-5, ekstazi violates rule R3
On configration JD6+E4, example test195-5, starts violates rule R3
On configration JD6+E4, example test196-3, ekstazi violates rule R3
On configration JD6+E4, example test196-3, starts violates rule R3
On configration JD6+E4, example test196-5, ekstazi violates rule R3
On configration JD6+E4, example test196-5, starts violates rule R3
On configration JD6+E4, example test197-3, ekstazi violates rule R3
On configration JD6+E4, example test197-3, starts violates rule R3
On configration JD6+E4, example test198-5, ekstazi violates rule R3
On configration JD6+E4, example test198-5, starts violates rule R3
On configration JD6+E4, example test199-5, ekstazi violates rule R3
On configration JD6+E4, example test199-5, starts violates rule R3
On configration JD6+E4, example test2-1, ekstazi violates rule R3
On configration JD6+E4, example test2-1, starts violates rule R3
On configration JD6+E4, example test2-3, ekstazi violates rule R3
On configration JD6+E4, example test2-3, starts violates rule R3
On configration JD6+E4, example test20-1, ekstazi violates rule R3
On configration JD6+E4, example test20-1, starts violates rule R3
On configration JD6+E4, example test20-5, ekstazi violates rule R3
On configration JD6+E4, example test20-5, starts violates rule R3
On configration JD6+E4, example test200-5, ekstazi violates rule R3
On configration JD6+E4, example test200-5, starts violates rule R3
On configration JD6+E4, example test201-5, ekstazi violates rule R3
On configration JD6+E4, example test201-5, starts violates rule R3
On configration JD6+E4, example test202-1, starts violates rule R3
On configration JD6+E4, example test202-3, ekstazi violates rule R3
On configration JD6+E4, example test202-3, starts violates rule R3
On configration JD6+E4, example test202-5, ekstazi violates rule R3
On configration JD6+E4, example test202-5, starts violates rule R3
On configration JD6+E4, example test203-3, ekstazi violates rule R3
On configration JD6+E4, example test203-3, starts violates rule R3
On configration JD6+E4, example test203-5, ekstazi violates rule R3
On configration JD6+E4, example test203-5, starts violates rule R3
On configration JD6+E4, example test204-3, ekstazi violates rule R3
On configration JD6+E4, example test204-3, starts violates rule R3
On configration JD6+E4, example test205-3, ekstazi violates rule R3
On configration JD6+E4, example test205-3, starts violates rule R3
On configration JD6+E4, example test206-3, ekstazi violates rule R3
On configration JD6+E4, example test206-3, starts violates rule R3
On configration JD6+E4, example test208-5, ekstazi violates rule R3
On configration JD6+E4, example test208-5, starts violates rule R3
On configration JD6+E4, example test209-5, ekstazi violates rule R3
On configration JD6+E4, example test209-5, starts violates rule R3
On configration JD6+E4, example test21-3, ekstazi violates rule R3
On configration JD6+E4, example test21-3, starts violates rule R3
On configration JD6+E4, example test21-5, ekstazi violates rule R3
On configration JD6+E4, example test21-5, starts violates rule R3
On configration JD6+E4, example test210-1, starts violates rule R3
On configration JD6+E4, example test210-2, starts violates rule R3
On configration JD6+E4, example test210-3, ekstazi violates rule R3
On configration JD6+E4, example test210-3, starts violates rule R3
On configration JD6+E4, example test210-4, starts violates rule R3
On configration JD6+E4, example test210-5, ekstazi violates rule R3
On configration JD6+E4, example test210-5, starts violates rule R3
On configration JD6+E4, example test210-6, starts violates rule R3
On configration JD6+E4, example test211-2, starts violates rule R3
On configration JD6+E4, example test211-3, ekstazi violates rule R3
On configration JD6+E4, example test211-3, starts violates rule R3
On configration JD6+E4, example test211-4, starts violates rule R3
On configration JD6+E4, example test211-5, ekstazi violates rule R3
On configration JD6+E4, example test211-5, starts violates rule R3
On configration JD6+E4, example test212-5, ekstazi violates rule R3
On configration JD6+E4, example test212-5, starts violates rule R3
On configration JD6+E4, example test213-3, ekstazi violates rule R3
On configration JD6+E4, example test213-3, starts violates rule R3
On configration JD6+E4, example test213-5, ekstazi violates rule R3
On configration JD6+E4, example test213-5, starts violates rule R3
On configration JD6+E4, example test214-3, ekstazi violates rule R3
On configration JD6+E4, example test214-3, starts violates rule R3
On configration JD6+E4, example test214-5, ekstazi violates rule R3
On configration JD6+E4, example test214-5, starts violates rule R3
On configration JD6+E4, example test215-3, ekstazi violates rule R3
On configration JD6+E4, example test215-3, starts violates rule R3
On configration JD6+E4, example test216-2, starts violates rule R3
On configration JD6+E4, example test216-3, ekstazi violates rule R3
On configration JD6+E4, example test216-3, starts violates rule R3
On configration JD6+E4, example test216-5, ekstazi violates rule R3
On configration JD6+E4, example test216-5, starts violates rule R3
On configration JD6+E4, example test217-1, starts violates rule R3
On configration JD6+E4, example test217-2, starts violates rule R3
On configration JD6+E4, example test217-3, ekstazi violates rule R3
On configration JD6+E4, example test217-3, starts violates rule R3
On configration JD6+E4, example test217-5, ekstazi violates rule R3
On configration JD6+E4, example test217-5, starts violates rule R3
On configration JD6+E4, example test218-3, ekstazi violates rule R3
On configration JD6+E4, example test218-3, starts violates rule R3
On configration JD6+E4, example test219-3, ekstazi violates rule R3
On configration JD6+E4, example test219-3, starts violates rule R3
On configration JD6+E4, example test22-1, ekstazi violates rule R3
On configration JD6+E4, example test22-1, starts violates rule R3
On configration JD6+E4, example test22-3, ekstazi violates rule R3
On configration JD6+E4, example test22-3, starts violates rule R3
On configration JD6+E4, example test220-3, ekstazi violates rule R3
On configration JD6+E4, example test220-3, starts violates rule R3
On configration JD6+E4, example test220-5, ekstazi violates rule R3
On configration JD6+E4, example test220-5, starts violates rule R3
On configration JD6+E4, example test221-3, ekstazi violates rule R3
On configration JD6+E4, example test221-3, starts violates rule R3
On configration JD6+E4, example test221-5, ekstazi violates rule R3
On configration JD6+E4, example test221-5, starts violates rule R3
On configration JD6+E4, example test222-3, ekstazi violates rule R3
On configration JD6+E4, example test222-3, starts violates rule R3
On configration JD6+E4, example test223-3, ekstazi violates rule R3
On configration JD6+E4, example test223-3, starts violates rule R3
On configration JD6+E4, example test223-5, ekstazi violates rule R3
On configration JD6+E4, example test223-5, starts violates rule R3
On configration JD6+E4, example test227-3, ekstazi violates rule R3
On configration JD6+E4, example test227-3, starts violates rule R3
On configration JD6+E4, example test228-1, ekstazi violates rule R3
On configration JD6+E4, example test228-1, starts violates rule R3
On configration JD6+E4, example test228-4, ekstazi violates rule R3
On configration JD6+E4, example test228-4, starts violates rule R3
On configration JD6+E4, example test228-6, ekstazi violates rule R3
On configration JD6+E4, example test228-6, starts violates rule R3
On configration JD6+E4, example test229-4, ekstazi violates rule R3
On configration JD6+E4, example test229-4, starts violates rule R3
On configration JD6+E4, example test229-6, ekstazi violates rule R3
On configration JD6+E4, example test229-6, starts violates rule R3
On configration JD6+E4, example test23-1, ekstazi violates rule R3
On configration JD6+E4, example test23-1, starts violates rule R3
On configration JD6+E4, example test23-3, ekstazi violates rule R3
On configration JD6+E4, example test23-3, starts violates rule R3
On configration JD6+E4, example test23-5, ekstazi violates rule R3
On configration JD6+E4, example test23-5, starts violates rule R3
On configration JD6+E4, example test230-1, ekstazi violates rule R3
On configration JD6+E4, example test230-1, starts violates rule R3
On configration JD6+E4, example test230-4, ekstazi violates rule R3
On configration JD6+E4, example test230-4, starts violates rule R3
On configration JD6+E4, example test231-4, ekstazi violates rule R3
On configration JD6+E4, example test231-4, starts violates rule R3
On configration JD6+E4, example test231-6, ekstazi violates rule R3
On configration JD6+E4, example test231-6, starts violates rule R3
On configration JD6+E4, example test232-1, ekstazi violates rule R3
On configration JD6+E4, example test232-1, starts violates rule R3
On configration JD6+E4, example test232-4, ekstazi violates rule R3
On configration JD6+E4, example test232-4, starts violates rule R3
On configration JD6+E4, example test232-6, ekstazi violates rule R3
On configration JD6+E4, example test232-6, starts violates rule R3
On configration JD6+E4, example test233-4, ekstazi violates rule R3
On configration JD6+E4, example test233-4, starts violates rule R3
On configration JD6+E4, example test233-6, ekstazi violates rule R3
On configration JD6+E4, example test233-6, starts violates rule R3
On configration JD6+E4, example test234-1, ekstazi violates rule R3
On configration JD6+E4, example test234-1, starts violates rule R3
On configration JD6+E4, example test234-4, ekstazi violates rule R3
On configration JD6+E4, example test234-4, starts violates rule R3
On configration JD6+E4, example test234-6, ekstazi violates rule R3
On configration JD6+E4, example test234-6, starts violates rule R3
On configration JD6+E4, example test235-1, ekstazi violates rule R3
On configration JD6+E4, example test235-1, starts violates rule R3
On configration JD6+E4, example test235-4, ekstazi violates rule R3
On configration JD6+E4, example test235-4, starts violates rule R3
On configration JD6+E4, example test236-1, ekstazi violates rule R3
On configration JD6+E4, example test236-1, starts violates rule R3
On configration JD6+E4, example test236-4, ekstazi violates rule R3
On configration JD6+E4, example test236-4, starts violates rule R3
On configration JD6+E4, example test237-1, ekstazi violates rule R3
On configration JD6+E4, example test237-1, starts violates rule R3
On configration JD6+E4, example test237-4, ekstazi violates rule R3
On configration JD6+E4, example test237-4, starts violates rule R3
On configration JD6+E4, example test237-6, ekstazi violates rule R3
On configration JD6+E4, example test237-6, starts violates rule R3
On configration JD6+E4, example test238-1, ekstazi violates rule R3
On configration JD6+E4, example test238-1, starts violates rule R3
On configration JD6+E4, example test238-2, starts violates rule R3
On configration JD6+E4, example test238-3, starts violates rule R3
On configration JD6+E4, example test238-4, starts violates rule R3
On configration JD6+E4, example test238-5, starts violates rule R3
On configration JD6+E4, example test238-6, ekstazi violates rule R3
On configration JD6+E4, example test238-6, starts violates rule R3
On configration JD6+E4, example test239-1, ekstazi violates rule R3
On configration JD6+E4, example test239-1, starts violates rule R3
On configration JD6+E4, example test239-6, ekstazi violates rule R3
On configration JD6+E4, example test239-6, starts violates rule R3
On configration JD6+E4, example test24-1, ekstazi violates rule R3
On configration JD6+E4, example test24-1, starts violates rule R3
On configration JD6+E4, example test24-3, ekstazi violates rule R3
On configration JD6+E4, example test24-3, starts violates rule R3
On configration JD6+E4, example test240-1, ekstazi violates rule R3
On configration JD6+E4, example test240-1, starts violates rule R3
On configration JD6+E4, example test240-6, ekstazi violates rule R3
On configration JD6+E4, example test240-6, starts violates rule R3
On configration JD6+E4, example test241-1, ekstazi violates rule R3
On configration JD6+E4, example test241-1, starts violates rule R3
On configration JD6+E4, example test241-6, ekstazi violates rule R3
On configration JD6+E4, example test241-6, starts violates rule R3
On configration JD6+E4, example test242-1, ekstazi violates rule R3
On configration JD6+E4, example test242-1, starts violates rule R3
On configration JD6+E4, example test243-1, ekstazi violates rule R3
On configration JD6+E4, example test243-1, starts violates rule R3
On configration JD6+E4, example test245-1, ekstazi violates rule R3
On configration JD6+E4, example test245-1, starts violates rule R3
On configration JD6+E4, example test245-3, starts violates rule R3
On configration JD6+E4, example test245-4, starts violates rule R3
On configration JD6+E4, example test245-6, ekstazi violates rule R3
On configration JD6+E4, example test245-6, starts violates rule R3
On configration JD6+E4, example test246-1, ekstazi violates rule R3
On configration JD6+E4, example test246-1, starts violates rule R3
On configration JD6+E4, example test246-3, starts violates rule R3
On configration JD6+E4, example test246-4, starts violates rule R3
On configration JD6+E4, example test246-6, ekstazi violates rule R3
On configration JD6+E4, example test246-6, starts violates rule R3
On configration JD6+E4, example test247-1, ekstazi violates rule R3
On configration JD6+E4, example test247-1, starts violates rule R3
On configration JD6+E4, example test247-6, ekstazi violates rule R3
On configration JD6+E4, example test247-6, starts violates rule R3
On configration JD6+E4, example test248-1, ekstazi violates rule R3
On configration JD6+E4, example test248-1, starts violates rule R3
On configration JD6+E4, example test248-6, ekstazi violates rule R3
On configration JD6+E4, example test248-6, starts violates rule R3
On configration JD6+E4, example test249-1, ekstazi violates rule R3
On configration JD6+E4, example test249-1, starts violates rule R3
On configration JD6+E4, example test249-6, ekstazi violates rule R3
On configration JD6+E4, example test249-6, starts violates rule R3
On configration JD6+E4, example test25-1, ekstazi violates rule R3
On configration JD6+E4, example test25-1, starts violates rule R3
On configration JD6+E4, example test25-3, ekstazi violates rule R3
On configration JD6+E4, example test25-3, starts violates rule R3
On configration JD6+E4, example test250-1, ekstazi violates rule R3
On configration JD6+E4, example test250-1, starts violates rule R3
On configration JD6+E4, example test250-6, ekstazi violates rule R3
On configration JD6+E4, example test250-6, starts violates rule R3
On configration JD6+E4, example test251-1, ekstazi violates rule R3
On configration JD6+E4, example test251-1, starts violates rule R3
On configration JD6+E4, example test251-6, ekstazi violates rule R3
On configration JD6+E4, example test251-6, starts violates rule R3
On configration JD6+E4, example test252-6, ekstazi violates rule R3
On configration JD6+E4, example test252-6, starts violates rule R3
On configration JD6+E4, example test253-6, ekstazi violates rule R3
On configration JD6+E4, example test253-6, starts violates rule R3
On configration JD6+E4, example test254-1, ekstazi violates rule R3
On configration JD6+E4, example test254-1, starts violates rule R3
On configration JD6+E4, example test255-6, ekstazi violates rule R3
On configration JD6+E4, example test255-6, starts violates rule R3
On configration JD6+E4, example test256-1, ekstazi violates rule R3
On configration JD6+E4, example test256-1, starts violates rule R3
On configration JD6+E4, example test257-1, ekstazi violates rule R3
On configration JD6+E4, example test257-1, starts violates rule R3
On configration JD6+E4, example test258-1, ekstazi violates rule R3
On configration JD6+E4, example test258-1, starts violates rule R3
On configration JD6+E4, example test259-1, ekstazi violates rule R3
On configration JD6+E4, example test259-1, starts violates rule R3
On configration JD6+E4, example test26-1, ekstazi violates rule R3
On configration JD6+E4, example test26-1, starts violates rule R3
On configration JD6+E4, example test26-3, ekstazi violates rule R3
On configration JD6+E4, example test26-3, starts violates rule R3
On configration JD6+E4, example test260-1, ekstazi violates rule R3
On configration JD6+E4, example test260-1, starts violates rule R3
On configration JD6+E4, example test260-3, starts violates rule R3
On configration JD6+E4, example test260-5, starts violates rule R3
On configration JD6+E4, example test261-1, ekstazi violates rule R3
On configration JD6+E4, example test261-1, starts violates rule R3
On configration JD6+E4, example test261-3, starts violates rule R3
On configration JD6+E4, example test261-5, starts violates rule R3
On configration JD6+E4, example test262-1, ekstazi violates rule R3
On configration JD6+E4, example test262-1, starts violates rule R3
On configration JD6+E4, example test263-1, ekstazi violates rule R3
On configration JD6+E4, example test263-1, starts violates rule R3
On configration JD6+E4, example test264-1, ekstazi violates rule R3
On configration JD6+E4, example test264-1, starts violates rule R3
On configration JD6+E4, example test265-1, ekstazi violates rule R3
On configration JD6+E4, example test265-1, starts violates rule R3
On configration JD6+E4, example test267-5, starts violates rule R3
On configration JD6+E4, example test269-3, starts violates rule R3
On configration JD6+E4, example test27-1, ekstazi violates rule R3
On configration JD6+E4, example test27-1, starts violates rule R3
On configration JD6+E4, example test27-3, ekstazi violates rule R3
On configration JD6+E4, example test27-3, starts violates rule R3
On configration JD6+E4, example test270-2, ekstazi violates rule R3
On configration JD6+E4, example test270-2, starts violates rule R3
